class,cap-shape,cap-surface,cap-color,odor,gill-spacing,gill-size,gill-color,stalk-shape,ring-number,ring-type,spore-print-color,population,habitat
e,f,f,e,n,c,b,w,t,o,p,n,v,d
p,f,f,g,f,c,b,p,e,o,l,h,v,p
e,f,f,g,n,c,b,w,t,o,p,k,y,d
e,f,y,e,n,c,b,w,t,o,p,k,y,d
e,f,y,e,n,c,b,w,t,o,p,n,v,d
p,f,f,g,f,c,b,g,e,o,l,h,y,p
e,x,f,e,n,c,b,u,t,o,p,k,v,d
p,f,y,g,f,c,b,p,e,o,l,h,v,d
p,x,y,y,f,c,b,p,e,o,l,h,v,p
p,f,y,y,f,c,b,p,e,o,l,h,v,d
p,x,f,y,f,c,b,g,e,o,l,h,v,p
p,x,y,y,f,c,b,p,e,o,l,h,v,d
e,x,f,g,n,c,b,u,t,o,p,n,v,d
e,x,y,g,n,c,b,u,t,o,p,n,v,d
p,f,y,g,f,c,b,g,e,o,l,h,v,g
p,f,f,y,f,c,b,h,e,o,l,h,y,d
p,x,y,g,f,c,b,p,e,o,l,h,y,p
p,x,y,e,y,c,n,b,t,o,e,w,v,p
p,x,y,g,f,c,b,h,e,o,l,h,y,p
p,x,y,g,f,c,b,g,e,o,l,h,v,g
p,x,s,g,c,w,n,u,e,o,p,n,v,d
p,f,f,g,f,c,b,p,e,o,l,h,v,g
p,f,s,b,f,c,b,p,t,o,p,h,s,g
p,x,y,g,f,c,b,p,e,o,l,h,v,d
p,x,y,y,f,c,b,p,e,o,l,h,y,d
p,x,s,w,c,w,n,u,e,o,p,k,s,d
p,x,y,y,f,c,b,h,e,o,l,h,v,d
e,f,f,e,n,c,b,w,t,o,p,k,v,d
p,x,y,g,f,c,b,h,e,o,l,h,y,g
p,x,f,y,f,c,b,p,e,o,l,h,v,d
p,x,f,y,f,c,b,p,e,o,l,h,v,p
p,f,f,g,f,c,b,p,e,o,l,h,v,g
p,x,f,y,f,c,b,h,e,o,l,h,y,d
e,f,f,g,n,c,b,u,t,o,p,k,v,d
p,x,f,g,f,c,b,p,e,o,l,h,y,d
e,f,y,n,n,c,b,u,t,o,p,n,y,d
p,f,y,g,f,c,b,h,e,o,l,h,v,d
p,f,f,g,f,c,b,p,e,o,l,h,y,p
p,f,f,g,f,c,b,g,e,o,l,h,v,d
p,x,s,w,c,w,n,u,e,o,p,k,v,d
p,x,y,g,f,c,b,h,e,o,l,h,y,d
e,f,y,n,n,c,b,p,t,o,p,k,v,d
p,x,f,w,c,c,n,u,e,o,p,k,s,d
p,x,f,y,f,c,b,p,e,o,l,h,v,d
p,x,f,y,f,c,b,p,e,o,l,h,y,d
p,x,f,p,c,w,n,u,e,o,p,n,v,d
p,f,f,y,f,c,b,p,e,o,l,h,y,d
p,f,f,g,f,c,b,h,e,o,l,h,v,p
e,f,y,e,n,c,b,p,t,o,p,k,v,d
p,x,y,y,f,c,b,g,e,o,l,h,v,p
p,f,f,y,f,c,b,g,e,o,l,h,v,p
p,x,f,g,c,c,n,g,e,o,p,n,s,d
p,x,s,p,c,w,n,u,e,o,p,k,v,d
e,x,f,e,n,c,b,n,t,o,p,n,v,d
p,x,y,y,f,c,b,h,e,o,l,h,v,g
e,f,f,n,n,c,b,n,t,o,p,n,y,d
e,f,y,e,n,c,b,p,t,o,p,k,y,d
p,f,y,y,f,c,b,p,e,o,l,h,y,d
p,x,f,y,f,c,b,p,e,o,l,h,y,g
p,x,y,g,f,c,b,g,e,o,l,h,v,d
p,f,f,g,f,c,b,g,e,o,l,h,y,d
p,f,f,y,f,c,b,g,e,o,l,h,y,p
e,f,y,g,n,c,b,w,t,o,p,n,y,d
p,x,y,g,f,c,b,p,e,o,l,h,v,p
p,x,y,y,f,c,b,h,e,o,l,h,v,p
p,f,f,g,f,c,b,p,e,o,l,h,v,p
p,f,f,y,f,c,b,p,e,o,l,h,y,p
e,f,f,e,n,c,b,u,t,o,p,n,v,d
e,f,y,n,n,c,b,p,t,o,p,n,v,d
p,x,f,y,f,c,b,h,e,o,l,h,y,g
e,f,y,u,n,c,n,h,e,o,f,h,y,d
e,f,y,n,n,c,b,u,t,o,p,n,y,d
p,f,y,y,f,c,b,p,e,o,l,h,v,g
p,f,f,y,f,c,b,g,e,o,l,h,v,g
p,x,y,g,f,c,b,g,e,o,l,h,y,d
p,x,y,g,f,c,b,p,e,o,l,h,y,p
p,f,f,y,f,c,b,g,e,o,l,h,v,p
p,x,y,y,f,c,b,g,e,o,l,h,y,d
p,x,f,y,f,c,b,h,e,o,l,h,v,p
p,x,y,g,f,c,b,p,e,o,l,h,v,p
p,x,f,y,f,c,b,h,e,o,l,h,y,p
e,x,f,g,n,c,b,u,t,o,p,n,v,d
p,f,y,g,f,c,b,h,e,o,l,h,y,d
e,f,y,e,n,c,b,p,t,o,p,n,v,d
p,x,f,g,f,c,b,p,e,o,l,h,v,d
p,f,f,y,f,c,b,h,e,o,l,h,v,d
e,f,y,n,n,c,b,n,t,o,p,n,y,d
e,f,f,g,n,c,b,w,t,o,p,k,y,d
p,f,y,g,f,c,b,p,e,o,l,h,v,g
e,x,f,e,n,c,b,w,t,o,p,k,v,d
e,f,f,e,n,c,b,p,t,o,p,n,y,d
p,f,y,y,f,c,b,h,e,o,l,h,v,p
p,x,f,w,c,c,n,u,e,o,p,k,v,d
p,x,y,g,f,c,b,p,e,o,l,h,y,d
p,x,y,e,y,c,n,b,t,o,e,w,v,d
p,x,f,y,f,c,b,p,e,o,l,h,v,p
p,f,y,g,f,c,b,p,e,o,l,h,y,d
e,f,y,g,n,c,b,u,t,o,p,n,y,d
p,x,y,n,f,c,n,b,t,o,e,w,v,l
e,f,y,e,n,c,b,n,t,o,p,n,v,d
p,b,s,b,n,c,b,g,e,t,p,r,v,m
e,f,f,g,n,c,b,w,t,o,p,k,y,d
p,f,f,g,f,c,b,p,e,o,l,h,v,g
e,f,y,g,n,c,b,w,t,o,p,k,y,d
p,f,f,y,f,c,b,p,e,o,l,h,y,p
p,f,f,y,f,c,b,g,e,o,l,h,y,g
p,f,f,g,f,c,b,g,e,o,l,h,v,g
e,f,f,e,n,c,b,u,t,o,p,n,v,d
p,x,f,g,f,c,b,p,e,o,l,h,y,p
p,f,f,y,f,c,b,g,e,o,l,h,v,g
p,x,f,y,f,c,b,g,e,o,l,h,v,d
p,x,f,y,f,c,b,g,e,o,l,h,y,p
p,f,f,y,f,c,b,p,e,o,l,h,v,g
p,f,f,y,f,c,b,h,e,o,l,h,v,g
p,x,y,g,f,c,b,p,e,o,l,h,v,p
e,f,y,e,n,c,b,u,t,o,p,k,v,d
p,f,f,g,f,c,b,g,e,o,l,h,v,d
p,f,f,y,f,c,b,h,e,o,l,h,v,g
e,f,f,n,n,c,b,u,t,o,p,k,v,d
p,x,y,y,f,c,b,g,e,o,l,h,v,p
p,x,y,y,f,c,b,h,e,o,l,h,v,p
e,f,y,n,n,c,b,p,t,o,p,k,y,d
p,f,y,g,f,c,b,p,e,o,l,h,y,p
e,f,f,e,n,c,b,p,t,o,p,k,y,d
p,x,y,y,f,c,b,g,e,o,l,h,v,g
p,f,y,g,f,c,b,h,e,o,l,h,v,d
p,x,y,y,f,c,b,p,e,o,l,h,v,d
p,x,s,g,c,c,n,g,e,o,p,k,s,d
e,f,f,g,n,c,b,w,t,o,p,k,v,d
p,f,y,g,f,c,b,g,e,o,l,h,y,g
p,x,f,g,f,c,b,h,e,o,l,h,y,d
p,f,y,g,f,c,b,h,e,o,l,h,v,p
e,f,y,n,n,c,b,w,t,o,p,k,v,d
p,x,y,y,f,c,b,p,e,o,l,h,y,d
p,f,f,g,f,c,b,g,e,o,l,h,y,d
e,f,y,e,n,c,b,w,t,o,p,n,v,d
e,f,y,e,n,c,b,w,t,o,p,k,v,d
p,f,s,g,f,c,b,p,t,o,p,h,v,u
p,x,f,g,f,c,b,g,e,o,l,h,y,p
p,f,y,g,f,c,b,g,e,o,l,h,v,p
p,x,y,g,f,c,b,g,e,o,l,h,v,p
p,x,f,y,f,c,b,h,e,o,l,h,v,d
p,f,y,g,f,c,b,p,e,o,l,h,v,d
p,f,y,g,f,c,b,p,e,o,l,h,v,p
e,f,y,e,n,c,b,w,t,o,p,n,y,d
p,x,y,g,f,c,b,h,e,o,l,h,v,g
p,f,y,g,f,c,b,p,e,o,l,h,v,g
p,x,y,g,f,c,b,p,e,o,l,h,y,p
e,f,f,e,n,c,b,p,t,o,p,n,v,d
e,f,y,e,n,c,b,p,t,o,p,n,v,d
e,f,y,e,n,c,b,n,t,o,p,n,y,d
p,f,f,y,f,c,b,h,e,o,l,h,v,g
p,f,f,g,f,c,b,h,e,o,l,h,y,p
e,f,y,n,n,c,b,u,t,o,p,k,y,d
p,x,y,g,f,c,b,g,e,o,l,h,y,g
e,f,f,g,n,c,b,u,t,o,p,n,v,d
p,x,f,y,f,c,b,p,e,o,l,h,v,p
p,x,y,y,f,c,b,p,e,o,l,h,v,d
p,x,y,y,f,c,b,p,e,o,l,h,v,d
e,f,f,c,n,w,n,w,e,o,e,w,v,l
p,x,f,g,f,c,b,h,e,o,l,h,v,d
p,f,f,g,f,c,b,p,e,o,l,h,y,g
p,x,y,g,f,c,b,h,e,o,l,h,v,g
p,f,y,g,f,c,b,p,e,o,l,h,y,g
p,x,s,b,f,c,b,w,t,o,p,h,s,u
p,f,f,g,f,c,b,h,e,o,l,h,v,d
p,x,y,g,f,c,b,p,e,o,l,h,v,g
p,f,f,y,f,c,b,g,e,o,l,h,y,p
p,f,f,g,f,c,b,h,e,o,l,h,v,p
p,f,f,g,f,c,b,g,e,o,l,h,y,d
e,f,f,g,n,c,b,w,t,o,p,k,y,d
p,x,f,y,f,c,b,p,e,o,l,h,y,p
p,x,f,y,f,c,b,h,e,o,l,h,y,p
e,f,y,e,n,c,b,u,t,o,p,k,y,d
p,f,y,g,f,c,b,h,e,o,l,h,v,p
p,f,f,g,f,c,b,h,e,o,l,h,y,d
p,x,y,y,f,c,b,g,e,o,l,h,y,d
e,f,f,g,n,c,b,w,t,o,p,k,y,d
p,x,f,g,f,c,b,g,e,o,l,h,v,g
p,x,f,g,f,c,b,g,e,o,l,h,y,p
e,f,y,n,n,c,b,p,t,o,p,n,y,d
e,f,f,g,n,c,b,u,t,o,p,n,v,d
p,x,y,g,f,c,b,h,e,o,l,h,v,d
p,f,y,y,f,c,b,h,e,o,l,h,v,p
p,f,f,y,f,c,b,h,e,o,l,h,v,d
p,f,f,g,f,c,b,g,e,o,l,h,v,p
p,f,f,g,f,c,b,h,e,o,l,h,y,p
p,f,y,g,f,c,b,p,e,o,l,h,y,g
p,f,s,b,f,c,b,w,t,o,p,h,s,u
e,f,f,e,n,c,b,u,t,o,p,n,y,d
p,x,y,n,y,c,n,b,t,o,e,w,v,d
e,x,y,g,n,c,b,n,t,o,p,n,v,d
p,x,f,g,c,w,n,n,e,o,p,k,v,d
p,x,f,p,c,w,n,n,e,o,p,n,v,d
p,x,y,n,y,c,n,b,t,o,e,w,v,l
p,f,f,g,f,c,b,g,e,o,l,h,y,p
p,x,f,y,f,c,b,g,e,o,l,h,v,g
p,x,s,g,f,c,b,w,t,o,p,h,s,u
p,f,y,g,f,c,b,h,e,o,l,h,y,p
p,x,f,y,f,c,b,p,e,o,l,h,y,d
p,f,y,g,f,c,b,g,e,o,l,h,y,p
p,f,f,g,f,c,b,h,e,o,l,h,y,d
p,f,y,g,f,c,b,h,e,o,l,h,y,d
p,x,y,g,f,c,b,g,e,o,l,h,y,g
p,f,f,g,f,c,b,h,e,o,l,h,y,g
p,x,f,y,f,c,b,p,e,o,l,h,y,g
p,f,f,y,f,c,b,p,e,o,l,h,v,g
p,x,f,y,f,c,b,h,e,o,l,h,v,g
p,x,f,y,f,c,b,g,e,o,l,h,y,g
p,x,y,y,f,c,b,p,e,o,l,h,v,g
p,f,s,g,f,c,b,h,t,o,p,h,v,u
p,x,f,y,f,c,b,h,e,o,l,h,y,g
p,f,f,y,f,c,b,p,e,o,l,h,y,g
p,f,y,g,f,c,b,p,e,o,l,h,y,d
p,f,f,y,f,c,b,p,e,o,l,h,y,d
p,f,f,y,f,c,b,g,e,o,l,h,v,d
p,x,y,g,f,c,b,h,e,o,l,h,v,p
p,x,y,g,f,c,b,p,e,o,l,h,y,p
e,f,y,e,n,c,b,p,t,o,p,n,v,d
p,f,f,y,f,c,b,h,e,o,l,h,v,d
p,f,f,g,f,c,b,h,e,o,l,h,y,d
p,f,y,g,f,c,b,h,e,o,l,h,v,p
p,x,f,y,f,c,b,g,e,o,l,h,v,g
p,x,f,y,f,c,b,g,e,o,l,h,v,p
p,x,f,g,f,c,b,h,e,o,l,h,y,d
p,x,y,y,f,c,b,p,e,o,l,h,y,p
p,f,s,w,f,c,b,p,t,o,p,h,s,u
p,f,f,y,f,c,b,h,e,o,l,h,v,g
p,f,f,y,f,c,b,p,e,o,l,h,v,d
p,f,y,g,f,c,b,h,e,o,l,h,y,p
p,f,f,y,f,c,b,p,e,o,l,h,y,d
p,f,f,y,f,c,b,h,e,o,l,h,v,d
p,f,f,g,f,c,b,g,e,o,l,h,v,p
p,x,y,g,f,c,b,p,e,o,l,h,y,g
p,x,f,y,f,c,b,h,e,o,l,h,y,p
p,f,f,g,f,c,b,g,e,o,l,h,v,g
p,x,f,y,f,c,b,p,e,o,l,h,y,d
p,f,y,g,f,c,b,p,e,o,l,h,v,d
p,x,y,y,f,c,b,g,e,o,l,h,v,d
p,x,s,w,f,c,b,h,t,o,p,h,s,g
p,f,f,g,f,c,b,p,e,o,l,h,y,g
p,x,s,b,f,c,b,p,t,o,p,h,s,g
p,f,y,g,f,c,b,h,e,o,l,h,v,d
p,x,y,g,f,c,b,p,e,o,l,h,v,d
p,x,f,y,f,c,b,g,e,o,l,h,y,g
p,x,f,y,f,c,b,p,e,o,l,h,y,g
p,x,y,y,f,c,b,g,e,o,l,h,v,g
e,f,y,g,n,c,b,u,t,o,p,n,y,d
p,f,y,y,f,c,b,h,e,o,l,h,y,p
p,x,y,g,f,c,b,h,e,o,l,h,y,p
p,f,f,y,f,c,b,h,e,o,l,h,v,g
p,f,y,y,f,c,b,h,e,o,l,h,v,p
p,f,f,y,f,c,b,g,e,o,l,h,y,d
p,x,y,g,f,c,b,h,e,o,l,h,v,p
p,f,f,g,f,c,b,g,e,o,l,h,y,g
p,x,y,g,f,c,b,g,e,o,l,h,y,p
p,x,f,p,c,c,n,p,e,o,p,k,s,d
p,x,y,y,f,c,b,g,e,o,l,h,y,d
p,x,f,y,f,c,b,g,e,o,l,h,y,g
p,f,f,y,f,c,b,h,e,o,l,h,y,g
p,x,y,g,f,c,b,g,e,o,l,h,v,g
p,f,f,g,f,c,b,g,e,o,l,h,v,g
p,x,y,g,f,c,b,h,e,o,l,h,v,d
p,x,f,y,f,c,b,h,e,o,l,h,y,g
p,x,f,y,f,c,b,g,e,o,l,h,v,p
p,x,y,g,f,c,b,h,e,o,l,h,y,d
p,x,y,y,f,c,b,g,e,o,l,h,v,d
p,f,y,g,f,c,b,g,e,o,l,h,y,p
p,f,y,g,f,c,b,p,e,o,l,h,v,d
p,x,f,y,f,c,b,h,e,o,l,h,y,p
e,k,y,n,n,w,n,w,e,o,e,w,v,l
p,f,f,g,f,c,b,p,e,o,l,h,y,p
p,x,y,y,f,c,b,h,e,o,l,h,y,g
p,f,f,y,f,c,b,p,e,o,l,h,y,g
p,x,y,g,f,c,b,h,e,o,l,h,v,d
p,x,f,g,f,c,b,h,e,o,l,h,y,p
p,f,f,y,f,c,b,p,e,o,l,h,v,g
e,f,s,p,n,c,b,e,e,t,e,w,c,w
p,f,f,y,f,c,b,p,e,o,l,h,v,p
p,x,f,y,f,c,b,g,e,o,l,h,y,d
p,x,y,g,f,c,b,p,e,o,l,h,y,d
p,f,y,g,f,c,b,g,e,o,l,h,y,p
p,x,f,y,f,c,b,g,e,o,l,h,v,d
p,f,y,g,f,c,b,h,e,o,l,h,y,g
p,f,y,g,f,c,b,h,e,o,l,h,v,g
e,k,s,p,n,c,b,e,e,t,e,w,c,w
p,x,f,y,f,c,b,p,e,o,l,h,v,d
p,f,f,y,f,c,b,p,e,o,l,h,v,p
p,f,f,g,f,c,b,h,e,o,l,h,y,p
p,f,f,g,f,c,b,p,e,o,l,h,v,g
p,x,f,y,f,c,b,h,e,o,l,h,y,p
p,f,f,g,f,c,b,p,e,o,l,h,y,p
p,x,y,g,f,c,b,g,e,o,l,h,y,g
p,f,y,y,f,c,b,g,e,o,l,h,y,g
p,f,f,g,f,c,b,h,e,o,l,h,y,d
p,x,f,y,f,c,b,g,e,o,l,h,v,d
p,f,f,g,f,c,b,g,e,o,l,h,v,g
p,f,f,g,f,c,b,g,e,o,l,h,y,d
p,f,f,y,f,c,b,h,e,o,l,h,y,g
e,f,y,g,n,c,b,w,t,o,p,n,y,d
p,f,y,g,f,c,b,h,e,o,l,h,y,d
p,f,y,g,f,c,b,g,e,o,l,h,v,d
p,f,y,g,f,c,b,g,e,o,l,h,v,g
p,x,y,y,f,c,b,p,e,o,l,h,v,g
p,x,y,g,f,c,b,p,e,o,l,h,y,g
p,x,y,y,f,c,b,g,e,o,l,h,y,p
p,f,f,y,f,c,b,p,e,o,l,h,y,d
p,x,f,y,f,c,b,g,e,o,l,h,v,g
p,x,y,y,f,c,b,p,e,o,l,h,y,p
p,f,f,g,f,c,b,p,e,o,l,h,v,g
p,x,f,y,f,c,b,h,e,o,l,h,v,d
p,f,f,g,f,c,b,h,e,o,l,h,v,g
p,f,y,g,f,c,b,g,e,o,l,h,y,d
p,f,f,g,f,c,b,h,e,o,l,h,y,g
p,f,y,y,f,c,b,h,e,o,l,h,v,g
p,f,f,g,f,c,b,p,e,o,l,h,y,g
p,x,f,y,f,c,b,g,e,o,l,h,y,p
p,f,y,g,f,c,b,p,e,o,l,h,y,g
p,f,y,g,f,c,b,h,e,o,l,h,y,g
p,f,y,g,f,c,b,p,e,o,l,h,v,p
e,x,y,r,n,c,n,p,e,o,f,h,v,d
p,f,y,y,f,c,b,p,e,o,l,h,y,g
p,x,f,y,f,c,b,g,e,o,l,h,y,d
p,x,y,n,s,c,n,b,t,o,e,w,v,p
p,f,y,y,f,c,b,h,e,o,l,h,v,d
p,k,y,n,n,c,n,w,e,o,e,w,v,d
p,f,f,y,f,c,b,p,e,o,l,h,y,d
p,x,y,g,f,c,b,h,e,o,l,h,v,d
p,x,y,g,f,c,b,h,e,o,l,h,y,g
p,f,y,g,f,c,b,g,e,o,l,h,y,g
p,x,f,y,f,c,b,p,e,o,l,h,v,d
p,x,f,g,f,c,b,g,e,o,l,h,v,d
p,x,y,g,f,c,b,g,e,o,l,h,v,d
p,x,y,g,f,c,b,p,e,o,l,h,y,g
p,x,y,g,f,c,b,g,e,o,l,h,y,g
e,f,y,e,n,c,b,w,t,o,p,k,y,d
p,f,f,y,f,c,b,h,e,o,l,h,y,p
p,x,y,y,f,c,b,h,e,o,l,h,v,g
p,f,f,y,f,c,b,g,e,o,l,h,v,g
p,x,f,y,f,c,b,p,e,o,l,h,v,p
p,f,f,g,f,c,b,h,e,o,l,h,y,g
p,f,f,g,f,c,b,h,e,o,l,h,v,g
p,x,y,y,f,c,b,g,e,o,l,h,y,g
p,f,s,b,f,c,b,w,t,o,p,h,s,u
p,x,y,g,f,c,b,p,e,o,l,h,v,g
p,x,y,y,f,c,b,g,e,o,l,h,v,p
p,f,f,g,f,c,b,g,e,o,l,h,v,p
p,f,y,g,f,c,b,g,e,o,l,h,y,d
p,f,f,y,f,c,b,p,e,o,l,h,v,d
p,f,y,g,f,c,b,h,e,o,l,h,y,g
p,x,y,g,f,c,b,p,e,o,l,h,v,g
e,x,s,e,n,c,b,e,e,t,e,w,c,w
p,f,f,g,f,c,b,g,e,o,l,h,v,d
p,f,f,y,f,c,b,p,e,o,l,h,y,d
p,f,y,g,f,c,b,g,e,o,l,h,y,d
p,x,y,y,f,c,b,g,e,o,l,h,y,p
p,f,y,g,f,c,b,g,e,o,l,h,v,d
p,x,f,y,f,c,b,h,e,o,l,h,y,g
p,b,y,w,n,w,n,w,e,o,p,w,c,l
p,f,s,b,f,c,b,h,t,o,p,h,v,u
p,x,y,y,f,c,b,p,e,o,l,h,y,p
p,f,y,g,f,c,b,g,e,o,l,h,y,d
p,f,y,g,f,c,b,g,e,o,l,h,v,p
p,f,y,y,f,c,b,p,e,o,l,h,v,p
p,f,f,g,f,c,b,g,e,o,l,h,y,d
p,x,y,y,f,c,b,h,e,o,l,h,v,d
p,x,f,y,f,c,b,p,e,o,l,h,v,g
p,f,f,g,f,c,b,p,e,o,l,h,y,g
p,x,s,w,f,c,b,w,t,o,p,h,s,u
e,f,y,g,n,c,b,n,t,o,p,n,v,d
p,x,y,n,y,c,n,b,t,o,e,w,v,d
p,f,y,g,f,c,b,p,e,o,l,h,y,d
p,f,f,g,f,c,b,g,e,o,l,h,y,g
e,f,y,e,n,c,b,n,t,o,p,k,v,d
e,x,y,b,n,c,b,e,e,t,e,w,c,w
p,x,y,y,f,c,b,h,e,o,l,h,y,g
p,x,y,y,f,c,b,g,e,o,l,h,y,d
p,x,y,y,f,c,b,h,e,o,l,h,v,p
p,x,y,y,f,c,b,p,e,o,l,h,y,g
p,f,f,y,f,c,b,g,e,o,l,h,y,g
p,f,y,g,f,c,b,p,e,o,l,h,y,g
p,x,f,g,f,c,b,p,e,o,l,h,y,g
p,f,y,y,f,c,b,p,e,o,l,h,v,g
p,x,y,g,f,c,b,h,e,o,l,h,v,g
p,x,y,y,f,c,b,g,e,o,l,h,y,g
p,f,y,g,f,c,b,h,e,o,l,h,y,p
p,f,y,y,f,c,b,h,e,o,l,h,y,g
p,x,y,g,f,c,b,g,e,o,l,h,y,d
p,f,y,g,f,c,b,h,e,o,l,h,v,d
p,f,y,g,f,c,b,p,e,o,l,h,y,p
e,x,y,u,n,c,n,h,e,o,f,h,y,d
p,x,f,g,f,c,b,g,e,o,l,h,v,g
p,f,f,y,f,c,b,g,e,o,l,h,v,g
p,f,f,y,f,c,b,h,e,o,l,h,y,g
p,x,f,y,f,c,b,h,e,o,l,h,v,g
p,f,f,y,f,c,b,h,e,o,l,h,v,g
p,f,f,g,f,c,b,h,e,o,l,h,v,g
p,f,y,g,f,c,b,p,e,o,l,h,y,d
p,f,f,g,f,c,b,h,e,o,l,h,v,g
p,f,f,y,f,c,b,h,e,o,l,h,y,d
p,f,y,y,f,c,b,h,e,o,l,h,v,p
p,f,f,g,f,c,b,g,e,o,l,h,v,p
p,f,y,g,f,c,b,g,e,o,l,h,y,g
p,f,f,y,f,c,b,g,e,o,l,h,y,d
e,f,f,e,n,c,b,u,t,o,p,n,y,d
p,f,s,b,f,c,b,h,t,o,p,h,v,u
p,f,y,g,f,c,b,g,e,o,l,h,v,d
p,f,f,g,f,c,b,h,e,o,l,h,v,p
p,x,y,y,f,c,b,p,e,o,l,h,y,g
p,f,f,y,f,c,b,p,e,o,l,h,y,p
p,f,y,y,f,c,b,h,e,o,l,h,v,d
e,f,y,n,n,c,b,u,t,o,p,k,v,d
p,f,y,y,f,c,b,h,e,o,l,h,y,g
e,x,s,b,n,c,b,e,e,t,e,w,c,w
p,x,y,y,f,c,b,p,e,o,l,h,y,g
p,x,f,y,f,c,b,p,e,o,l,h,y,d
p,x,y,y,f,c,b,h,e,o,l,h,y,g
p,f,y,g,f,c,b,g,e,o,l,h,v,p
e,f,f,e,n,c,b,n,t,o,p,k,y,d
p,f,f,y,f,c,b,p,e,o,l,h,v,d
p,f,f,y,f,c,b,p,e,o,l,h,v,g
p,x,y,y,f,c,b,h,e,o,l,h,v,d
p,x,f,y,f,c,b,p,e,o,l,h,v,g
p,x,y,n,y,c,n,b,t,o,e,w,v,d
p,f,f,y,f,c,b,p,e,o,l,h,v,p
p,x,y,y,f,c,b,h,e,o,l,h,v,g
p,f,f,y,f,c,b,g,e,o,l,h,v,p
p,f,f,y,f,c,b,g,e,o,l,h,v,d
p,f,y,g,f,c,b,p,e,o,l,h,v,p
p,f,y,g,f,c,b,h,e,o,l,h,v,g
p,f,y,g,f,c,b,h,e,o,l,h,v,d
p,f,f,g,f,c,b,g,e,o,l,h,v,g
p,x,s,g,c,c,n,p,e,o,p,k,v,d
p,x,y,y,f,c,b,g,e,o,l,h,y,g
p,f,s,g,f,c,b,h,t,o,p,h,s,u
p,x,y,g,f,c,b,p,e,o,l,h,v,g
p,x,y,y,f,c,b,p,e,o,l,h,y,p
p,x,y,y,f,c,b,h,e,o,l,h,y,d
e,f,y,g,n,c,b,u,t,o,p,k,y,d
p,f,f,g,f,c,b,g,e,o,l,h,y,d
p,f,y,y,f,c,b,h,e,o,l,h,v,g
p,f,y,g,f,c,b,h,e,o,l,h,y,p
p,x,y,y,f,c,b,h,e,o,l,h,y,g
p,x,y,g,f,c,b,p,e,o,l,h,y,d
p,x,f,y,f,c,b,p,e,o,l,h,y,p
e,f,y,n,n,c,b,n,t,o,p,n,v,d
p,x,y,g,f,c,b,g,e,o,l,h,y,g
p,f,f,y,f,c,b,g,e,o,l,h,v,g
p,x,y,g,f,c,b,p,e,o,l,h,v,p
p,x,y,y,f,c,b,p,e,o,l,h,y,g
p,f,f,g,f,c,b,g,e,o,l,h,y,p
p,f,f,g,f,c,b,h,e,o,l,h,y,g
p,x,y,y,f,c,b,h,e,o,l,h,y,g
e,k,y,b,n,c,b,e,e,t,e,w,c,w
p,x,y,y,f,c,b,p,e,o,l,h,y,p
p,x,y,n,s,c,n,b,t,o,e,w,v,d
p,f,y,g,f,c,b,p,e,o,l,h,y,p
p,x,y,g,f,c,b,g,e,o,l,h,y,p
p,f,y,y,f,c,b,h,e,o,l,h,v,g
p,f,y,g,f,c,b,g,e,o,l,h,v,d
p,f,f,g,f,c,b,h,e,o,l,h,y,g
p,f,y,y,f,c,b,h,e,o,l,h,y,g
p,x,f,y,f,c,b,g,e,o,l,h,y,d
p,x,s,w,f,c,b,p,t,o,p,h,v,u
p,x,y,y,f,c,b,g,e,o,l,h,v,g
p,f,f,y,f,c,b,g,e,o,l,h,y,p
p,x,f,y,f,c,b,p,e,o,l,h,y,g
p,x,y,y,f,c,b,g,e,o,l,h,v,p
p,f,y,y,f,c,b,h,e,o,l,h,v,g
p,x,y,y,f,c,b,h,e,o,l,h,y,g
p,x,y,y,f,c,b,p,e,o,l,h,v,p
p,f,y,g,f,c,b,p,e,o,l,h,y,p
p,f,f,y,f,c,b,h,e,o,l,h,y,p
p,f,f,g,f,c,b,h,e,o,l,h,v,p
e,f,y,n,n,c,b,p,t,o,p,k,y,d
p,x,y,y,f,c,b,h,e,o,l,h,v,d
p,x,y,g,f,c,b,g,e,o,l,h,v,p
p,f,y,g,f,c,b,h,e,o,l,h,v,g
p,f,y,g,f,c,b,g,e,o,l,h,v,g
p,x,y,y,f,c,b,g,e,o,l,h,y,d
p,f,f,g,f,c,b,g,e,o,l,h,v,p
p,x,y,g,f,c,b,p,e,o,l,h,v,d
p,x,y,y,f,c,b,p,e,o,l,h,v,d
p,x,f,y,f,c,b,h,e,o,l,h,y,d
p,f,f,y,f,c,b,g,e,o,l,h,y,d
e,f,f,c,n,w,n,w,e,o,e,w,v,l
p,f,y,g,f,c,b,h,e,o,l,h,v,g
p,x,y,g,f,c,b,p,e,o,l,h,y,p
p,f,f,y,n,c,n,w,e,o,e,w,v,d
p,f,f,y,f,c,b,h,e,o,l,h,y,p
p,x,s,g,f,c,b,p,t,o,p,h,v,g
e,f,s,n,n,c,b,e,e,t,e,w,c,w
p,x,y,n,y,c,n,b,t,o,e,w,v,p
p,x,s,g,c,w,n,u,e,o,p,k,v,d
p,x,f,y,f,c,b,g,e,o,l,h,y,d
p,f,y,g,f,c,b,h,e,o,l,h,v,g
p,f,y,g,f,c,b,g,e,o,l,h,y,d
